ID,English,Others,Japanese
wendytabsend53,You should meet my husband. He is a professional ghost hunter.,You should meet my husband. He is a professional ghost hunter.,私の夫に会った方がいいよ。彼はプロのゴーストハンターだよ。
wendytabrecei51,That’s a good news kid. I always prayed for your well being.,That’s a good news kid. I always prayed for your well being.,私はあなたのために幸せです。
wendytabrecei52,It's nothing. She is just naive kid.,It's nothing. She is just naive kid.,大丈夫…彼女はただの純朴な子です。
wendytabrecei53,"Yeah, right.... You know I don't believe in such stuff.","Yeah, right.... You know I don't believe in such stuff.",ええ、その通り。 私が幽霊を信じていないことは知っています。
tabnamesell,Sell,Sell,売る
nametabluna,Luna’s Tablet,Tsukiko’s Tablet,つきこのタブレット
tabphotoinfo1,Ruth is showing me around the town but... She could have sat somewhere else. I swear she must have felt if rubbing against her ass.,Sitting on his lap to see how big he has grown since the time I last saw him. I am not getting any idea as he is trying to keep it under control.,れいこお姉ちゃんが私に街を案内してくれています。彼女は別の場所に座ることもできたでしょう。私はかろうじて自分をコントロールすることができています。
tabphotoinfo2,New restaurant is opening in town. They are offering special service to customers. Maybe I should visit while they are offering discount.,If you buy food or drink worth of 400 coins you will get a blowjob and  anal sex at 800 coins.,町に新しいレストランがオープンします。期間限定で特別なサービスを割引価格で提供しているので、夕方にここに行く必要があります。
tabphotoinfo3,Huh! Why she sent me her picture like that? Maybe she sent me this by an accident. She looks hot though.,It's really hot in here... I want to take off my cloth. Need a hand with it.,えっ！なぜ彼女は私にこの写真を送ってきたのでしょう？もしかしたら偶然撮ったのかもしれません。でも、彼女はとても暑そうに見えます。
tabphotoinfo4,"What the... she knows I could see her boobs through water, right? Is she trying to... No I'm thinking too much.",I sent this picture to Masuo to rub my back. He didn't show up.,なんだ...彼女は私が水を通して彼女の胸が見えることを知っていますよね?彼女は私を誘惑しようとしているのですか?いや...私は考えすぎかもしれません。
tabphotoinfo5,I’m an expert with editing software. It looks like she actually pose naked for this photo. I wish I knew what color her nipple are.,I sent her my nude photo but his sister find it deleted it immediately. She called me later to confront me but I told her I sent it by mistake.,私は自分のスキルを誇りに思っています。彼女はこの写真のために実際に裸でポーズをとったようです。私は彼女の乳首が何色なのか知りたかったのです。
tabphotoinfo6,It's the bun girl. Can't let her have her bun without any cream.,What is Masuo doing with her? I forget he is already old enough. I should give try my luck with him before this blue hair bitch takes him away.,ああ...それはパンの女の子です。私は彼女にクリームなしのパンを食べさせることはできません。
tabphotoinfo7,She invited me to try out her new recipe. I thought she was trying to seduce me with her picture in an apron but nothing happened at her house.,"I invited Masuo to try my new recipe with the intention to fuck him whenever I get the chance. Too bad, we never got any alone time.",彼女は私を彼女の家に夕食に招待しました。何らかの理由で彼女はキッチンに私を呼びました。彼女がエプロンしか着ていないのを見て、ぷにぷにのお尻が見えてびっくりしました。
